text,hatespeech_comb
"@miguelcarvalhu 
Dizer que a 'hegemonia tem os dias contados'? Então não se pode prever o fim de um ciclo? 
Que patéticos...",0
"RT @VitoriaHenrice: 'Oi, nós somos sapatão' KKKKKKKKKKKKKKKKKK",1
"Diferença entre 'manifestante' e 'terrorista'.
Esquerdista = vagabundo baderneiro.
Conservador = patriota, gente do _ https://t.co/XvQzqwFtHs",1
nada contra negros mas nada contra usar desodorante tb ne,1
e tava reclamando que sou gorda e feia vou continuar assim,0
Refresco de feminista é.....,1
"Para ler. 'O Islão tem um problema com a mulher.'
https://t.co/4FRtxqXUsq",0
Hj a @Srta_Iozzi não perguntou se a Lava Jato acabou depois do impeachment,0
"Falando em tpm, minha menstruação ta atrasada 2 semanas... Se eu não fosse sapatao ia estar preocupada",1
"«Na Alemanha, multiplicam-se à enésima potência os ataques aos campos de refugiados. (...) não são os refugiados que atacam os alemães.»",0
"Treze refugiados foram deportados dos Estados Unidos, mas não houve histeria (eram cubanos) https://t.co/aAuGspXgNB",1
@Mih_ArmstrongL me fala na agenda feminista que dia é o protesto na frente da mesquita islamica que vou la gritar junto @otmar03,1
"RT @huntergirl616: tentando intender a idiota do face q  compartilhou a ideia dessa trouxa aff como q da mulher burra na vida,nem deve sabe _",1
riquinha feia e gorda —_ Yha ando aqui a rebolar para a vida  https://t.co/VFxQ9xq4JK,1
@hannaroehe eu que agradeço,0
"@BolsonaroSP  as empresas que fabricam CITOTEC, REMEDIO ABORTIVO devem dar muito dinheiro pra essa gente",1
"@milanuness Eu! Tive problemas sérios! Pq meu cabelo era crespo. Diziam que eu tinha piolho e isso causou traumas, acredita?",0
@anapntes @valehomossexual então achar gorda feia é falta de autoestima? Ataaaa,1
Um objetivo na vida https://t.co/WxN5kuNysu,0
O Eduardo Lourenço é um daqueles pensadores que parece ter descoberto tarde o unicórnio de conciliar Deus com... https://t.co/plc4Y6mQB0,1
Eu to passada com o quanto de cara que acha que mulher tem obrigação de conversar com ele no tinder se deu um like. Ou ele chama de puta.,0
"Guionista do SNL faz piada acerca do filho do Trump na sua conta pessoal do Twitter é despedida e obrigada a pedir desculpa.
'Liberdade'",0
"Se uma pessoa vê esse documentário e ainda acha que os refugiados não deveriam ser aceitos nos lugares, ela é muito sem coração.",1
so vagaba no twitter essa hora,1
@xismaisxis n quer dizer que tenha algo haver com o Islão,0
". @MidiaNINJA terror propagado pela mídia sim, > que protege vagabundo e o estatuto do desarmamento, deixando o tráfico comandar o país",0
hoje eu to so a rihanna na era sapatao,1
@juancosta473 @editorahumanas @ClaudeLuca_ kkkkk... pelo menos é XX,0
"~ Ai, fiz 1 piada sexista e machista mas não sou nada disso, vc que é burra e não tem senso de humor ~ FELIZ DIA DA MULHER",1
Como se os russos precisassem de novos motivos para beber https://t.co/jy2l8UCD6o,0
"'Erro de percepção mútuo', ou mentira constante?
Dão tantas vezes o dito por não dito.
https://t.co/Avkb0G8bmz",0
"me chamou pra jantar fora
logo eu
temer",0
O que você faz pelas islâmicas que não podem nem falar? https://t.co/B1Y4XicjLc,0
RT @NAOKAHLO: Nesse Dia das Mulheres pegue essas flores e coloque no túmulo das mulheres que foram assassinadas por seus companheiros #NãoQ _,0
Feliz dia do amigo que toma pinga!,0
RT @minahetero: #meuamigosecreto gosta de ver lésbicas se beijando mas se for gay aí é pecado deus não gosta,0
"ALÔ FEMINISTAS
ATÉ #JesusEstáVoltando
E O SEU PAI NÃO",1
A sorte do Fernando Pessoa foi o @RCOSTA_EXPRESSO ainda não ter nascido. Conseguem imaginar os heterónimos a serem denunciados no twitter?..,0
"'Provocador de extrema direita.'
Já defender socialismo em pleno século XXI é equilibro e sensatez, jamais extremi _ https://t.co/a1kOipHeRU",0
@CapitalismoOP @JOAQUINVOLTOU @felipeneto @PastorMalafaia  Guaraná Jesus é o melhor!,0
RT @dianafigueredoo: Chega 2018 o bolsonaro ganha 'mas como assim ele perdeu na pesquisa no perfil do próprio filho' é amigo a vida é mais _,0
não brocha com calcinha bege,0
"Gente, dá uma atenção aqui pra esse sujeito, pq ele tá o dia todo mandando mensagem quase implorando atenção nessa _ https://t.co/reZgsj2Pxk",0
"Venero toda a mulher é a causa do nascimento
Mas há querida muito gira e muito burra ao mesmo tempo",1
"RT @Elizaqueta1: Se as crianças gays que que assistem casais heteros a se beijar não ficam 'direitos',como è q supostamente vai acontecer o _",1
RT @CarmenCorreia3: Glória a Deus! https://t.co/ZtqJekudFq,0
Feliz #DiaInternacionalDaMulher pra quem possui o cromossomo XX,1
sou branco sofro racismo,0
@bigsbywo SAPATÃO BABANDO EM CIMA DE MINA HETERO DESPERTA 01 ÚNICO SENTIMENTO: https://t.co/qTA5mX1to7,1
"RT @fabioiwa: Quem aplaude a decisão da justiça que condenou Levy Fidelix por homofobia, não entende nada sobre ditadura e muito menos sobr _",1
RT @FridasUnidas: 8 de março!!! Todas na rua!!! #feminismo #feministas #oitodemarço https://t.co/eLSkoJI7oV,0
"@fguedesramos 
Calhau com olhos ;)
:)",1
RT @77Rvre: homem feminista é igual branco de alma negra. NAO EXISTE !,1
confirmado 100% que aquela @ que eu falei é sapatao,1
só nao pode ser gorda e feia,1
RT @TopOfertas_Casa: Filtro Branco para Coador Hario V60 - 02... Apenas R$62.00 Acesse https://t.co/94qzFbuWyX #Casa #oferta #desconto #lcd _,0
"Se os EUA não ganhar esta ação, como obviamente deveria, nunca teremos a segurança e conforto que merecemos. Politi _ https://t.co/AJ8LGvjjsZ",0
ELIZA SAMUDIO PODE SAIR VC GANHOU O PIQUE ESCONDE,1
Sua vida está protegida por milhões de Brasileiros que oram por ele todos os dias.Deus está nesta causa. https://t.co/5643HNZKx3,0
Agora é só umas gordas feias pra caralho,1
Tinha que ser preto (nada contra)))),1
RT @danversawyer: Quando eu to em dúvida se a mina é sapatao e ela fala que gosta de Anavitoria https://t.co/1TrEFxrypO,1
E o artigo 226 da Constituição?? ABSURDO!! Estão ATROPELANDO A CONSTITUIÇÃO FEDERAL! https://t.co/Mxj6JUu9fi,0
Leia a matéria e vejam como as' falas' do conselho foram intolerantes. Os conselhos  estão contaminados por... https://t.co/xgDk666rYe,0
eu to muito sapatao scrr,0
Você encontra os melhores preços de PASSAGENS AÉREAS em Todas as Cias (NACIONAL e INTERNACIONAL) com a FÃTUR Viagens https://t.co/Kv114SX6t1,0
-Mãe me da um biscoito? -Pegue você mesmo meu filho. -Mas eu não tenho braços!! -Sem braços sem biscoito!,0
"@ana_lethicia Aff, que tutorial não é tédio??? ^VÊ um de edição de vídeo que vc entra numa facul de maquiagem",0
Rio Branco perde em casa (0-2 São José) https://t.co/vusPGJMVii,0
RT @AudryLima: Sou DIREITA com muito orgulho e se me chamarem de ultra mega conservadora ficarei radiante. https://t.co/mcZv8WkiDU,0
"ACHO RIDÍCULO, MAS RESPEITO, NÃO SOU HOMOFÓBICO https://t.co/gC4L1yJ1ls",1
"pode ser gorda, pode ser feia",1
esse galo ta tocando o terror no independência... #CaiuNoHortoTaMorto joga o inFeliciano e o Malacheia la dentro quem sabe n morre tb?,0
Cara vc é mto vida loka revolucionário da selvageria https://t.co/m3OATu3KO5,0
"Foda-se
Esqueci-me que todas as feministas são fufas https://t.co/SLGGngREku",1
@JornalOGlobo hahahha eita os corruptos estão mijando com medo de Bolsonaro!!!,0
fábio esta na minha frente e parece uma sapatão masculina,1
RT @BlogDoPim: Odebrecht pagou até 100 mil dólares mensais às Farc por 20 anos. Rock In Rio confirma Guns N'Roses. Música do dia: 'Welcome _,0
"RT @padre_paulo: FIQUE ATENTO para nossa transmissão ao vivo, sobre o 'Abortoduto', DAQUI A POUCO, às 9h da noite! ;)",0
Mimimi do @jornalnacional agora é contra Marine LePen,0
"RT @vitormramalho: Assim não, Dra. Francisca Van Dunem! https://t.co/WObUxRMB7h",0
homem que é homem só conhece dois cheiros de mulher: o bom e o ruim.,0
"na hora nem me toquei que era por causa do dia da mulher, cuidado com a burra",1
ia perguntar se o dia Internacional da mulher era no mundo todo mas parei um pouquinho pra pensar e agora eu to me sentindo BURRA,0
E ela é sapatão,1
RT @olhosvioleta_: @MaBolsonaria feliz dia da mulher pra ti Lindeza,0
"@marck2036 @g1 Não tem lei no ocidente q obrigue mulher a usar véu, burca, esses panos todos, ela não é obrigada. Cada um q diga o q quiser.",0
Bela lógica camarada liberal:'Se não colocares actores muçulmanos na tv eles vão-se juntar ao ISIS.MAS HEY O ISLÃO NÃO É ODIO',1
#EscolaSemPartido.  Só não vê quem é ESQUERDOPATA.. https://t.co/reUZ58586t,1
"Mulher, até a Angelina Jolie é traida e vc acha q vc não? Larga de ser otária",1
Bom dia só pras sapatão,1
"Acho muito legal as feministas que compartilham coisa do quebrando o tabu e chamam as outras de gorda, feia e briga por macho, parabéns p vc",1
"Adoro essa energia daqui. Não gosto de lembrar que vou trabalhar no feriado. Mas, gosto de ter emprego. Então tá ótimo.. rs.",0
"Acompanhe minhas agendas sobre Ideologia de Gênero, em todo País. https://t.co/9ge0LwyJZg",0
"RT @Silvio_MKT: O que o @STF_oficial está fazendo com Bolsonaro é um crime, um abuso d autoridade, politicagem barata, suja, está na cara q _",1
As trapalhadas de Alexandre de Moraes no governo das aparências https://t.co/LDV5lCbe6L por @jornalismowando,0
"@Ijunqsouza @PastorMalafaia Homossexualismo é doença. Não devia existir. Primeiro fazem acreditar que é normal, natural, depois incentivam..",1
@joanaccbarbosa @t4keshy sim mas n gosto de fufas.,1
mesma firma onde ouvimos 'se eu contratar alguém feia e gorda pro atendimento o [insira aqui o nome do dono] me mat _ https://t.co/tKLcjfEKBs,0
"@_jujuba_lima Ah, convivendo apenas comigo esse fds... Precisava disso... Pensando em mtas coisas e trabalhando no meio disso rs.",0
"não se esqueçam de começar a redação com ousadia 
primeiramente s2 temer",1
"@HelderRocha16 @ChagaLuccas caso de um não, eu vejo na tv tb como os gays morrem.. por puro ciume do companheiro..",0
Claramente Karen Jesuíno nunca namorou na vida https://t.co/7lURFd5iDp,0
@Mih_ArmstrongL @otmar03 vamos a agenda feminista TIRADA DO PROPRIO SITE...e agora me diz onde ta a defesa da mulhe _ https://t.co/HpBXM1L6nz,1
@ursinho_branco puta merda. Que sonho,0
"RT @cristiano_sp: @Bolsonaopressor Padre pedófilo, que abusa dos moleques que ele diz proteger e ainda usa o dinheiro da igreja para bancar _",0
Também o Barreiro terá uma candidatura do PNR @rpsantos1970 https://t.co/QGSfThJw1x#Barreiro #Portugal _ https://t.co/7LabEYTfIZ,0
"RT @rpsantos1970: Milhares de portugueses a passar fome, e a comunicação social preocupada com a tomada de posse de @realDonaldTrump! 
Verg _",0
Covardes em busca da censura numa das maiores páginas de humor da direita br. #SomosTodosEditoraHumanas,1
Convida nui de Sampa! RT @HTColorido    Vamos p uma baladinha em sampa??? @fabsramos @LiviaCastroFoto @tiaglopes @brunomatos e Lucas,0
"Jair Messias Bolsonaro desmascara padre pedófilo que o atacou
https://t.co/iySaKv4j5R",1
RT @SalveNordeste: Obrigado pelo seu apoio e contamos com vc para a divulgação da campanha e as #salvealagoas  e #salvepernambuco,0
"Achei um cabelo branco, sinto que os anos de tintura estão chegando.",0
"RT @BolsonaroSP: Padre petista e acusado de pedofilia, Júlio Lancelotti, ataca gratuitamente @jairbolsonaro . Ele tem moral p/ isso?
https _",1
A CRIMEIA foi ocupada pela Rússia durante o governo Obama. Será que Obama foi muito bonzinho com a Rússia? https://t.co/zQowSdLe9r,1
ai tem muito preto no bbb nem vo assistir kkk,1
Mulher = carne de churrasco. Vc esquenta no pau,1
RT @SoDeBoaBrazil: Segundo esquerdopatas de plantão a pior recessão da história com PIB negativo nos últimos 2 anos é culpa de 8 meses do g _,1
"Glórias a Deus, fora abortistas... https://t.co/cshaYITInZ",1
"Isto é cá um grande buraco!.. Como é que o #Sócrates anda cá fora?
@Lusa_noticias @rtppt @dn @fcancio _ https://t.co/UfbPKWk0wr",1
"É suposto a religião não ser critério para discriminar refugiados. Nem pela negativa, nem mesmo pela positiva. https://t.co/dFlBu7D4eW",0
"TEM VERGONHA DO PAI QUE DIRIGE UM MONZA 94
MAS POSTA PHOTO NO INSTA FUMANDO DROGA COM O NAMORADINHO FANQUERO:
A POPULAR MARMITA DE VAGABUNDO",1
Mulher burra me da nojo!,1
"45.000 empregos em construção e indústria na Costa do Golfo dos EUA. Investimento de $20 bilhões. América, estamos ganhando novamente!",0
"Birras da partidocracia só prejudicam a Nação @ppdpsd.
É bom que haja redução na #TSU. Todos ganham com isso!
@govpt
https://t.co/uRyZhme2L6",0
"Totalitários, cobardes-queixinhas! Nojento @sosracismo vive dos nossos impostos e é racista anti-nacional e branco.
https://t.co/QQ1JXNk5uJ",1
"Cuidado com a burra falando mal do feminismo 'atual'. Mas gente, mulher ignorante assim é uó. É cada coisa né non.",1
Purificador de Água IBBL Mio Natural Branco https://t.co/eTAhgJZNOf + Cupom de Desconto: RCA-27231 https://t.co/AqoWntoO1w,0
"CALOTÊIRA, PAGUE A CONTA!
#ClaudiaLeitteNoCaldeirão https://t.co/VWtpfhN3Vm",1
Aviões C-130 equipados com kits de combate aos fogos foram descontinuados por decisão política em finais dos anos 90 https://t.co/BPxDgMASGg,0
"RT @domestorck: Esse mundo sapatão é uma viagem, todo mundo pega todo mundo credo YCYFUGUG",1
"Meu Deus, o cara tá JUSTIFICANDO ATAQUES TERRORISTAS CONTRA INOCENTES, PORRA!!! Tem que prender um vagabundo desses _ https://t.co/HyIlOOMAgc",1
"Foda-se Rafa...valeu a pena esperar...que 
MARAVILHA",0
"@franmoraes2 PArece que tá morrendo né? Liga naum, tem um cachorro aqui no prédio que sempre confundo com uma foda.. rs",1
RT @editorahumanas: Há 5 anos atrás eu esteava na internet no @naosalvo https://t.co/fzvPqqDPeh,0
"@nyahler Uma pessoa com anorexia se considera GORDO, mas é MAGRO. voce pode se considerar o que quiser...mas biologicamente é so XX ou XY",1
RT @lokocorreia: @HumorNegroo jornal esse que é feito com folha de bananeira,1
"Quem cabras não tem, mas cabritos consegue emprestar, até um super juiz consegue enganar!...",0
Olha o processinho na pistoleira https://t.co/xBgiow0dcj,1
pessoas que visitaram meu perfil e grupos que sigo no Twitter https://t.co/NGc3sg6Za0,0
"@brina_gugli @JOAQUINVOLTOU Pra contribuir, nosso perfil lança essa camisa aqui https://t.co/ZU4Gqejpbt",0
"RT @Silvio_MKT: No Brasil, parasitas, traidores e cúmplices d protagonistas d maior esquema de corrupção do país, são chamados p/ imprensa _",1
A grande questão aqui é por que há tantos furos ilegais vindo de Washington? Haverão estes furos quando eu negociar _ https://t.co/VWfbJSbcoR,0
Pessoas Ruivas e Onde Habitam,1
Como vocês sabem se apenas 5% dos homicídios são elucidados?? #InternationalWomensDay #SerMulherÉ #DiaDaMulher https://t.co/qILoqHzoBW,0
17 pequenas atitudes machistas que acontecem na cama https://t.co/O8u3c1jZoJ via @BuzzFeedBrasil,1
@minycalegari tá exagerando já,0
Feliz Dia das Mulheres Femininas!,0
"Deus sempre nos renova !
Bom dia ... —_ ouvindo Preto no Branco - Os Sonhos de Deus",0
Uma das coisas ruins do capitalismo foi ter dado a oportunidade de vc estar viva até hoje e desfrutar de uma rede c _ https://t.co/EvgwOSuANt,1
"Gosto mt deste novo filtro do Snapchat.
Já fazia falta um filtro que captasse a expressão de um velho pedófilo apan _ https://t.co/Fs8kOWWQW6",1
"Mulher, dica de foto pra vc tirar com suas amigas https://t.co/PYJJmdX9YX",0
"QUE LOUCURA !!! Olha o que está rolando na internet, é gravíssimo.
Quem lembra da tal  doida que acusou o Dep... https://t.co/Uh7JBPLdNN",1
Publicitária é pega fumando maconha e diz estar soltando a fumaça do conclave HAHUA http://t.co/c5ToGElb3C #FumaçaBranca #HabemusPapam,1
RT @lobaoeletrico: TODO ESQUERDISTA TEM UMA MENTE REDUCIONISTA  E SEMPRE TEM DIFICULDADE EM ANALISAR FATOS REAIS,1
@RevistaEpoca @gurovitz E porque a Arábia Saudita não acolhe os refugiados? Não acolheu nenhum deles até hoje.,1
"@SadBoyKevyn 
Nunca penses que algo 'é o mais qualquer coisa'. Quando se pensa ter chegado ao fundo percebe-se que não há fundo.",0
"RT @jaaguara: Pode ser feia, pode ser gorda, só não pode ser feia e gorda.",1
feliciano não é estuprador gente isso é tudo marketing da esquerda,1
RT @OdeCarvalho: 1) O senso estético é a primeira e mais básica das qualidades intelectuais humanas. Bebês já sabem distinguir o bonito do _,0
"@HTColorido eu tb, Aclimação #bemnofocodacomidajaponesa #adoro",0
RT @EmillyMutirao: #LulaPrezidente  #BBB17 Quem você Votaria? @LulapeloBrasil @silva_marina  @AecioNeves @jairbolsonaro,0
fui na 25 de março hj e nossa gente como é difícil ser índio no brasil viu.... tem ate q vender pulserinha,0
Mas previdência não é coisa de quem trabalha?  https://t.co/3qZoXQqTfw,0
RT @ajulysantos: Levy Fidelix pode pagar 25 trilhões e o aparelho excretor vai continuar igual,0
#LulaPrezidente pra garantir o direito do povo de dar o c* e morrer de endocardite bacteriana...,1
"@pan0ntim o cara é mil grau total, vou morrer",0
"Aliás, pra que ver futebol na COPA se você não vai acompanhar nada nos próximos 4 anos de novo. Deixe quem gosta ver em paz!",0
meu chinelo arrebentou amanhã tenho que sair pra comprar prego,0
"As vítimas foram a ex-namorada dele, Rafaela Horbach, de 15 anos, mãe de seu filho de dois meses, e as irmãs... https://t.co/NsjP1cWmub",0
"Prefiro ser magrela como a piranha diz .. do que ser gorda feia como ela é 
#Afrontaaaaaaaaabbê  https://t.co/QUc3onlGDo",1
"abri a janela tava uma gorda no apartamento da frente olhando pra baixo e chorando, acho que caiu a empadinha dela",1
hoje acordei com 1 vontade de fazer uns dreadlock ta na moda ;),0
Parabéns a Rex Tillerson por tomar posse como nosso novo Secretário de Estado. Ele será uma estrela!,0
"Não é só porque tá na moda, que é bonito, mulheres. #cuidem",1
"Ver 1 mulher com 1 olho negro é das coisas que mais me revolta.
Nunca sei se é 1 ex do Carrilho ou 1 gótica a passar dificuldades económicas",1
@bentomribeiro vc é mó bobão mesmo eim,1
@bbb17aovivo quero ver a cara do recauque quando a emili pegar o lider e joga a roberta no paredao aquela vaca fausa gorda e feia rsrrsrsrsr,1
RT @brptrcch: vcs podem ter grupos de amigos bons mas nenhum como esse de sapatao https://t.co/qZF6Yyc00B,1
criando uma geração de homens feministos @otmar03 @InesBolsonaro @ajulysantos https://t.co/zVpzvIQLuF,0
"Deves achar q o mundo gira a tua volta, tem mais de 7bilhoes no planeta Terra... Nem tudo oq falo é para ti",0
Hora de Fecho: Islão e extrema-direita mobilizam de modo similar - https://t.co/IdCMdebJ9d,1
"@amandtra gente e as meninas dando biscoito, acho q vc n eh a mulher mais burra do mundo mais",1
Essas escolas são LGBT? Não são escolas públicas? Passamos dos limites e ainda se vitimam e nos acusam de... https://t.co/CYENjm96oD,1
Fim do Mundo foi cancelado pq o Aeroporto da Portela já não tem capacidade para receber + asteróides devido à saturação do seu espaço aéreo.,0
"RT @JOAQUINVOLTOU: DEFENDENDO AS BRANCAS E LOURAS .
CONDENANDO O NEGRO. 
RACISMO, ATÉ QUANDO? https://t.co/qKdhMDYor0",1
"dei unfollow em pessoas que não era pra dar , palmas para a burca",1
"RT @jpintocoelho60: Mentirosos @ruitavares @LIVREpt 
Quisemos assistir ao 'debate' e fomos embora. Graças à PSP? Hipócritas cobardes.
https _",1
"10h da manhã e já é hora de pensar onde e o que vou almoçar na pausa do trabalho
O maconheiro acorda 12h e se torn _ https://t.co/YGGXaRNj37",0
"Justiça seja feita, nem todos os ladrões são banqueiros...",0
"Hahaha 
Prenderam a muçulmana que agita manifestação anti-Trump.
Essa vaca quer implantar a sharia nos EUA. https://t.co/IszqexQH92",1
"Nem eu tô me reconhecendo mais !
Eita mulher burra",1
"RT @anamr_c: Fufas decentes hj é o nosso dia, mulheres",1
"ESTAR ACORDADO SÁBADO DE MANHÃ DO CARNAVAL
ISSO SEPARA NÓS: O POVO HONESTO E DIGNO
DELES: QUE FICARAM ATÉ DE MADRUGADA SE DROGANDO NAS RUAS.",1
@juancosta473 @YouTube Oxi.... hauhauha e o que tem a ver ? quer dizer que nao acontece isso mais ???,1
"A todos, desejo um Santo Natal e um Ano 2017 cheio de Esperança: https://t.co/79kMCQDFWX via @YouTube",0
"Feliz dia MULHERES !
E que o SENHOR nos proteja do
Islão no
Brasil !",1
RT @lauraamansur: @direitafalando eu choro de rir,0
faz campeonato de peido com os amigos.,0
Perfeito absurdo: Lisboa atractiva e animada para turistas e especuladores; inacessível e de costas voltadas para o _ https://t.co/9THAwS7uRN,1
"RT @mendilinda: Vocês já perceberam que quando você ta pra baixo, basta colocar um funk pra ficar lá encima já mandando as saradas no ar",0
@jairbolsonaro HUMILHA o irresponsável do Fernando Henrique Cardoso https://t.co/HZYd60U57y,1
nunca vou conseguir emagrecer vou ser sempre essa gorda feia e fracassada,1
"Qual é a dúvida? A Europa reage e cada vez serão mais!
Azar para a máfia dos governantes traidores e da comunicação _ https://t.co/HC0fTIbxF4",1
E o custo (sobretudo social) da invasão imigrante? Isso não interessa? https://t.co/Nruafrq4mB,0
"RT @JOAQUINVOLTOU: CALMA CACHORRO, ELA AINDA NÃO VIROU RAÇÃO
#PAZ https://t.co/ma4r3DOJpi",1
@Curate_Angola ah então esse não é o cartoon que vai para as crianças?,0
RT @rennangaldino_: #HojeEuGostariaDe Resumindo https://t.co/4t3zjqnxD1,0
Se foderam seus fdp https://t.co/9qmb3aeEuY,1
"Aliás, qualquer reunião a base de violão é um local propicio para um massacre de serra elétrica!  E eu apoio.",1
Na minha sala só tem viado e sapatão  e a coisa mais engraçada do mundo,1
@MonikaSouzaS <=== Essa guria me parece mto #MulherDeVerdade,0
"aeeeee dilma caiu
ja posso viajar pra miami agora?",0
"RT @MBLivre: Bruno está solto. Presidente do PCO, que quer matar conservadores, nem processo tem. Bolsonaro processado e réu. Estranho. htt _",0
"Bora chuva de deslike? Esse lixo era assaltante, cantou uma música no camburão e ficou famoso. País lixo https://t.co/DADIDw6e60",1
"o imbecil usa uma ironia e figura de linguagem para responder, mas não consegue refutar nada do que falei!!!! https://t.co/ah86XoYVJg",1
"Para os sportinguistas, Bruno de Carvalho é uma mais valia para o Sporting Clube de Portugal. Mais valia era estar calado...",0
RT @miidulo: Queria avisar as minhas amigas que a escola inteira conhece a gente como 'grupo de sapatão e viado' como eu sei disso? Falaram _,1
"Parabéns deputado #APEzequielTeixeira. Esse Brasil está em colapso cultural, uma inversão doentia de prioridades https://t.co/Dh8DbIoLpV",0
"@Claudiadabreu12 @BlogDoPim EU NÃO SABIA, AGORA PESQUISANDO QUE VI OS SEM TETO TÃO RECEBENDO REFUGIADOS ISLAMICOS E O POVO NÃO TA PERCEBENDO",1
@g1 Nao esperava outra açao! A Europa sofreu muito com a Segunda Guerra Mundial e sabe que esses refugiados estao passando.,0
Homem que é homem arrota com suco de laranja.,1
"Depois de vender produtos ilegais o dia todo no centro do Rio, camelôzada se reúne pra queimar um no meio da rua: _ https://t.co/gtu7cntgBA",1
"E agora, o @sosracismo não diz nada?
Basta! Urge um apoio às políticas defendidas pelo PNR para que isto acabe.
https://t.co/Ho18zPv2f4",0
"Morte aos hipsters a as camisetas de cores citricas, morte a meias coloridinhas e as cuequinhas alegres.",1
"Comigo na @CamaraLisboa, isto seria impensável. Islão, aqui não! Pela Identidade: Portugal e os Portugueses primeir _ https://t.co/2nPO2gy7a3",1
"@homemdeverdade não tem namorada, tem fêmea temporária.",1
@melaineribeiro Naoeammmm pq o alter ego tb ama os amigos nessa vida! rs,0
"@hpalves
E eu que pensava que era por causa da imigração...",0
"Não
tenha vergonha
de falar e escrever
corretamente
a língua portuguesa.
Ela é a nossa
pátria em Portugal,
Moçambique, Angola,
Guiné e
aqui",0
Burra e a mulher que se ilude com textinho!!!,1
Minha filha Ivanka tem sido muito mal tratada pela @Nordstrom. Ela é uma grande pessoa -- sempre me motivando a faz _ https://t.co/0mW2oexqs8,0
"RT @selenachartsbr: Minha prima está desaparecida e ainda não foi encontrada, ajudem a espalhar para caso de alguém ter a visto!
Local: Po _",0
"EU PREFIRO MEIA BOCA, NÃO TOTALMENTE LISINHA NEM FIDEL CASTRO MAS UM GUERREIRO NÃO FOGE DA LUTA ENCARO O QUE VIER _ https://t.co/q0kd0LNvIo",1
"O racismo só vai acabar, quando deixar de existir homem branco ou homem negro e passar a existir apenas HOMEM",0
"O 'bullying' dos hipócritas da comunicação social e dos diversos sectores da sociedade.
Força, @realDonaldTrump https://t.co/bIxHoC18SL",0
@Viny_Benfica exatamente. e se chamasse de 'minha branquinha' seria orgulho do cara por namorar uma branca,1
@Yasmim_Ramaldes Tô esperando a sapatão fazer,1
"@dassblog @zlando @xismaisxis o Islão não se pode reformar, pois é a palavra directa de Deus.",0
