text,hatespeech_comb
Como vc se sente @lolaescreva roubando o meu dinheiro d'um país que não tem leito em hospital direito? Sua canalha,0
3 dias seguidos sonhando com gato branco... não ta normal isso,0
"RT @gabrielasoligo: Hj é mulher maravilhosa, mulher é isso e aquilo..amanhã é pq mulher é tudo burra, N pode dirigir, lugar de mulher é no _",1
"Esse @pagapaulo fez um homem perder o emprego porque o cara deu uma opinião no Facebook, mas adivinha? A moral dele _ https://t.co/n8G8QBu3sb",0
Grandes realizações das feministas das federais: https://t.co/Jt1N9ZUU92,0
"@MarleneBicalho O blog é uma dilicinha.. ja conhecia sim, vou comentar amanha... hj tô de bode, sozinha e abandonada em sampa rs",0
"me chamou pra jantar fora
logo eu
temer",0
"RT @SeguidorBrisado: Rostinho bonito envelhece, maquiagem sai com água, pele bonita enruga, cabelo lindo fica branco, corpo lindo cai, mas _",0
"@Coisasdelouco Gtdá uma fuçada lá, primeiro livro da minha amiga @melaineribeiro www.aescritoraeomusico.blogspot.com (eu reviso)",0
Bene Barbosa dá uma surra no pres. dos Direitos Humanos da OAB-SP em deb... https://t.co/HxT8P4VH66 via @YouTube,0
Este 'aquecimento global' está mesmo severo.,0
"O CARA É FO-DA!! 
Nem tomou posse e já criou muito mais empregos que Obama sequer sonhou! https://t.co/KIC75CXNJr",0
"bandido bom é bandido morto
menos o cunha ele tá do nosso lado",0
"POPULISTAS
Novo termo da moda da mídia que obviamente nem sabe direito o que significa. Importante msm é 'comparar _ https://t.co/rT0Xl5DKWy",0
Gostar de mulher sem ter vergonha #twittealgomuitoantigo,0
Dar risada de si mesmo: @homemdeverdade ! Rir das cagadas alheias melhor ainda ...,0
"RT @arnaldoluisba: @marisa_lobo @semprefamilia_ completando: Mulher tem útero e gera filho, Homem não tem.",1
@mdaring Mesma crítica. ok? ok. https://t.co/lj0glfQ0IE,0
RT @olhosvioleta_: Ah mulheres! O que seria de nós sem vocês? A gente nada seria.,0
"@simonlestrange ah é pq postaram
a foto sem a kat e a eme aí falaram que na vdd a imagem tinha que tá em branco pq sem q cassie nd existiria",0
Movimento childfree era pra ser sobre uma pauta justa: direito reprodutivo. Virou um antro de pessoas mais mimadas q as crianças que odeiam.,1
Bom dia companheiros! Alguém sabe a que horas chega o asteróide? É para  saber se ainda tenho tempo para comprar o livro das quintas-feiras.,0
@carlos_jb_paz apenas constatação de uma fuga aNunciada ;),0
"@AlentejanoD86 por falar em abafar, sabes se o Jesus janta hoje com o Palhinha?",0
@mdaring Não importa. Pode colocar no outro exemplo uma crítica tb q não fale de 'vitimismo' que dá no mesmo.,0
RT @WinterCosta: Arrebentou mesmo! Essa palestra deveria passar o dia TODO em TODOS os canais de TV de TODA América Latina. Socialistas de _,0
resumo. Fugiu!!!  Têm medo da verdade!  A verdade tortura!!!! https://t.co/IX6VzBQNbX,0
"RT @todospasdrogas: O que é um ponto branco na pila de um pedófilo?
Um dente de leite",1
Urge uma mudança para renovarmos Portugal @rpsantos1970 https://t.co/1nwgTuUnoU#RogérioSantos #PNR #RenovarPortugal,0
"'Vai também ser lançado um manual de boas maneiras para lidar com fufas, gays e transsexuais, os chamados LGTB' - notícias matinais na rádio",1
existem dois tipos de casais https://t.co/ozTrbrTyJY,0
RT @DOMINATlON: Acho que Kids não precisam de ver shows assim.. Deixem as crianças serem crianças na sua inocência até descobrirem o mundo _,0
muito dificil dar parabens pra sapatao da aline ela nao responde,1
"Com Miguel Relvas no Conselho Leonino do Sporting os títulos estão garantidos! E se necessário for, pede umas equivalências na Lusófona...",0
RT @profsandrag1: STF DESMORALIZADO Não percebe que queremos mudanças e não queremos candidatos de esquerda e fabianos em 2018  #SOSFAA @Er _,0
tinha que ter cota pra nós.... os inteligentes kkk,1
"Povo falando que tô linda grávida, onde????? Gente, eu me sinto um monstro, tanto de gorda, quanto de feia kkkk",1
RT @K_prishe: @NAOKAHLO realizei o sonho dá minha esposa e levei ela pra NYC e é claro não podia faltar o yellow umbrella  https://t.co/ _,0
Guarani consegue reverter uma derrota de 4x0 e vc não consegue pegar a gostosa do escritório https://t.co/fmd4DkBBKf,0
"RT @alex_borges: Feminismo 2017:
1. Homens ocidentais, usem saia e batom!
2. Abram as fronteiras para os muçulmanos!
Ligue os pontos",1
"Gremistas gostosas, comemorem o rebaixamento do Inter mandando foto pelada na DM. No aguardo.",0
"meu tio diz que eu sou brega, só porque curto umas músicas antigas",1
pra quem acha que sou um fdp... fdp é isso ->  http://t.co/VIAAfcT3sC hahahahaha,1
"@agdabritto Ixi, amiga.. marron.. marromenos.. termino de namoro, foda ne",0
Quem lembra dessa entrevista? https://t.co/Ay8HdvXe4U,0
"@xismaisxis não esquecer o pedido de desculpa a Angola, simplesmente por PT ser um estado de direito",0
"Chirs Cuomo, em sua entrevista com o Sen. Blumenthal nunca perguntou sobre a farsa do corajoso 'serviço' dele no Vi _ https://t.co/qlk4K9ejWI",0
SIM É IGUAL A ABRAÇAR UM BARRIL #JOAQUINRESPONDE https://t.co/ktjFdi4sOr,0
"Participação do #PNR nas autárquicas vai crescendo. Com programa nacional e diferenças locais, pode dizer-se: todos _ https://t.co/scEsjxHxcH",0
EH DIA DA MULHER Q BURRA NEM LEMBREI,0
"RT @BeatrizMarks: @folha Viva o Islã! Religião que bate nas mulheres, apedreja, decapta, manda se cobrir dos pés à cabeça e q as feminista _",1
"PARABÉNS, MUITO BOM ESSE NOVO ESTAGIÁRIO @canalbrasil 
BEM MELHOR QUE O ÚLTIMO.
#PAZ https://t.co/yAE16nvP4n",0
"@shybp_ NÃO, isso é racismo.",0
"A manifestação em frente à #FCSH. Em causa está o cancelamento da conferência de Nogueira Pinto na universidade
https://t.co/ff3vSFVnEU",0
"@MarinelliCEC Quero um ouro branco, 1$",0
No dia 10 de Junho de 2016 - Todos os caminhos vão dar ao Largo de Camões https://t.co/PWoSAsbq6k,0
"RT @PolitzOficial: Report: A direita da Alemanha acredita que chegou a hora do país se libertar das 'culpas históricas'.
TWP: https://t.co _",0
"Agora deu 'tilt' no @Ricamconsult , a AMEBA que teve a cara de pau de comparar Trump com Hugo Chavez. https://t.co/G24QMKa7Be",1
RT @LeNaZZo: Um @homemdeverdade eh akele q sabe procriar sem deixar vestigios.,1
Olhando a bunda da Ellen Roche https://t.co/LGZYkikSeP,1
"RT @JOAQUINVOLTOU: FELIPE NETO X PASTOR MALAFAIA 
IGUAL A ARGENTINA X ESTADO ISLÂMICO
NÃO TEM COMO ESCOLHER UM LADO
SÓ QUERO VER SANGUE #PAZ",1
"Jonas marca após truque de magia do Sálvio.
Os nossos rivais é que têm razão. O Benfica manda mesmo nisto tudo
#ACulpaÉDoBenfica",0
Vamos boicotar o Habibs por não fiscalizar a droga dos meninos que entram na loja pra intimidar os clientes! https://t.co/hYeE2ZLdwz,1
"Que rumo estamos tomando quando um juiz pode interromper um veto de Seg. Interna e qlqr um, até mesmo mal intencion _ https://t.co/xAuNPZOSot",1
acho engraçado que vcs falam mal do Ustra mas idolatram Che,0
RT @brasil_fotos: Gostaria que a OAB-SP respondesse porque os perfis de facções criminosas atuam livremente no Twitter e outras redes socia _,0
"@NetMane como diria Trump, Califórnia é  quase México...",0
"Deve ser essa a tal 'guinada à direita' que a imprensa tanto fala... 
#piada #sótemsocialistanessamerda https://t.co/fsUQ4K9Xi3",0
Uma honra receber a Associação Nacional de Xerifes na @WhiteHouse. Incríveis homens & mulheres que protegem & serve _ https://t.co/bu6UD5yF16,0
"@CaioPerez2 Mano tô rachando o angola, falando que não quer pega a Maria Rita! Kakakaka Se acredita",1
"RT @PaisdoAmaralJP: A eleição de Trump trouxe ao mundo a intolerância: a dos seus opositores! 
#BE #PCP #Geringonça",0
RT @maathbz: Não há título melhor para uma biografia do Bolsonaro do que: JAIR BOLSONARO,0
"RT @JoanaLSampaio: Ontem o espetáculo foi do caralho, só tenho isto a dizer.
#OverdoseDeTourette",0
Devemos iniciar uma investigação sobre o @SenSchumer e seus elos com a Rússia e Putin. Um total hipócrita! https://t.co/eiRSqae0io,0
"adorando essa cerimônia, só nao to entendendo esses monte de país subdesenvolvido no meu estádio",0
"Tpm é um saco, me sinto gorda e feia",0
@Viny_Benfica exatamente. e se chamasse de 'minha branquinha' seria orgulho do cara por namorar uma branca,1
Preguiça de ir dormir...,0
"RT @jpintocoelho60: Isto é deitar lenha para a fogueira. Querem mais 75 milhões de muçulmanos com livre circulação na Europa? Traidores!
ht _",1
Meu pau me representa,1
"RT @edmilsonpapo10: Qual @reinaldoazevedo diz a verdade?
Em 2016, pediu cadeia para Dilma Lula Cardoso e Mercadante por agirem contra a Lav _",0
fui na 25 de março hj e nossa gente como é difícil ser índio no brasil viu.... tem ate q vender pulserinha,0
"*numa conversa normal sobre uma amiga minha*
Mae: 'mas tu só te dás com fufas e bis porquê?' 
://",1
"@ferkmaciell @editorahumanas @FlavioBolsonaro vai na páginad o Flavio, ele fez uma live explicando",0
"'que importa não é ser mulher é se sentir mulher'
AS VEZES ME SINTO O BRÉD PIT, OLHO NO ESPELHO E ACABA
VOCÊ DEVIA SENTIR O MESMO AO URINAR",0
@perryoutside @RachelSherazade @joicehasselmann OK...existem mulheres de direita e de esquerda. Se vc nao é bandida..foi pra vc tambem,0
"Quer chamar atenção do marido organiza um grupal com as amigas pra ele, jumenta https://t.co/sHHSV1hg7a",1
Feliz dos homens que gostam de mulheres - http://look-look.tumblr.com/,1
"RT @TonhoDrinks: VERDADE TÁ TODO MUNDO COMEMORANDO REALMENTE AQUI NA RUA FIZERAM ATÉ UM CHURRASCO TEM PAGODE E OS CACETE 
https://t.co/qY _",0
"RT @rpsantos1970: Interrupções voluntárias da gravidez (cultura de morte) 'legalmente' efectuadas nos hospitais, Portugal, 2001-2012 https: _",0
@hadoucken acho que vamos parar na mesma cela... hahuauha http://t.co/b855gKsP,0
A CRIMEIA foi ocupada pela Rússia durante o governo Obama. Será que Obama foi muito bonzinho com a Rússia? https://t.co/zQowSdLe9r,1
"RT @josesoubrasilia: O PODER EMANA DO POVO
A PM TAMBÉM É POVO BRASILEIRO  https://t.co/o3wiRZhKwO",0
Com meu pai Whashington Lobo Franco.Amoooo. https://t.co/R2dpAnNO0N,0
"' Burra é a mulher que aceita ser Amante Pois valorizar um traidor , Ajuda a destruir um relacionamento e nunca terá moral de ser única .. !",0
Reação da esquerda quando o fotografo invadiu a privacidade do @jairbolsonaro e do @BolsonaroSP  -  'OK' 'hahahha fascistas' e etc...,0
"Humm... não sei se entendi... Quer 'respeito' mas não se dá ao respeito?
É o que dá o efeito dos fumos.
@MileyCyrus https://t.co/fTeVFHpSn5",0
"Que é que admiro nos militantes nacionalistas?
https://t.co/GbWIVGjtXg#PNR #RenovarPortugal #Nacionalismo",0
A Luisa é pesquisadora e lançou esse projeto para apoiar um novo escritor. Ajude com qualquer quantia! Veja mais... https://t.co/22oWkyfG9w,0
Vc é do ISIS? Vc vai entrar de canoa nos EUA? Não? Então larga de ser bicha medrosa do Trump,1
minha sala só tem sapatao,1
"No futebol, #HQEH é atacante. Acha meio-de-campo coisa de veado.",0
"@perryoutside @RachelSherazade @joicehasselmann Essas são corruptas, mentirosas, dissimuladas (DILMA), ladra de aposentados (Gleise),",1
"'vc tá feia, gorda, ninguém vai gostar de vc assim' https://t.co/AepW67xnKF",1
"Ué, mas elas acabaram de falar que NÃO querem igualdade na aposentadoria e no metrô... Ué?? https://t.co/1GRblAmM80",0
RT @jairbolsonaro: Quando souberam que gravaria entrevista 2 jornais desistiram de me ouvir nessa semana. Será pq?,0
Essas escolas são LGBT? Não são escolas públicas? Passamos dos limites e ainda se vitimam e nos acusam de... https://t.co/CYENjm96oD,1
"ela me machuca discutindo sobre roupa,eu não dou NENHUM desgosto a ela mas a gente mora num inferno de quintura ela quer que eu use burca?",1
"Se fosse um homem, o Fisco, seria o + desejado pelas mulheres. É rico, escreve com regularidade e nunca se esquece das datas importantes!...",0
eu sou a mulher mais burra do brasil,0
"Quando @realDonaldTrump, utilizou a expressão “You are fake news”, teve toda a razão! 
https://t.co/0iVPq1QvRp#PNR #Portugal",0
@editorahumanas @MBLivre É ESSE CACHORRO AQUI https://t.co/THHVv4Rh5h,0
"@FabisMorelli miga nao tem livro de estudos em promoçao , mulher é burra",1
fala ae seus esquerdopata,1
"Se os EUA não ganhar esta ação, como obviamente deveria, nunca teremos a segurança e conforto que merecemos. Politi _ https://t.co/AJ8LGvjjsZ",0
"RT @AlexandreVidalR: @fpdobbin @g1 eita, não é zero... Alemanha avança para restringir uso da burca https://t.co/Z66n4Bz0q5 via @dw_brasil",0
"STF terá que analisar a descriminalização do aborto. Esperamos que reconheçam nosso direito! 
https://t.co/UMYHCXBjTt",0
RT @g1: União Europeia ameaça com sanções países que não recebem refugiados https://t.co/1NhmlIjodx #G1 https://t.co/ec53B4iKZ7,0
@kailatsm  me segurei pra não chorar na parte do vídeo e quando ele tava falando da Angola,0
@moniquecastro69 vc fica gostosa até burca ou hábito(não lembro se  assim que escreve a roupa das freira)kkkkkk,1
@thienques pra mulher ser digna pra elas têm q ser feia gorda fedida porca mal comida e sustentada pelos pais ou vendedora de shopping,0
"RT @ajulysantos: Ó só a Patrícia Lélis, sim aquela que acusou Feliciano de estupro e diz ter feito aborto de um filho do Eduardo. Quem acre _",1
@Estadao Nunca vi esses 'coletivismo' lutando pelos direitos da mulher no islamismo. Elas são só massa de manobra d _ https://t.co/doSd6ScAnu,0
@_Nabarra 'Estimo que se foda' será mais profissional.,1
