"text","hatespeech_comb"
"RT @Silvio_MKT: O que o @STF_oficial está fazendo com Bolsonaro é um crime, um abuso d autoridade, politicagem barata, suja, está na cara q _","1"
"#SddsDeQuandoEu podia trocar a lâmpada sem que ninguém falasse q eu estou me apropriando da cultura dos homens","0"
"Malta de LISBOA, esta é para vocês:
Já restam muito poucos bilhetes para o show de 2ª feira (dia 20).
Apanhem-nos n _ https://t.co/eEVmAbbpeu","0"
"RT @editorahumanas: Vai daí pelego! https://t.co/YSQkoolQSQ","0"
"RT @rpsantos1970: #Muçulmanos em #Portugal - Lisboa, Martim Moniz
#Muslims in Portugal - Lisbon, Martim Moniz https://t.co/2aqySE2LHn","0"
"Esta matéria explica todo conteúdo dessa 'BIBLIA INFANTIL' que ridicularizam personagens e acontecimentos dá... https://t.co/MoMbrpJwFB","0"
"Japão tem uma política de imigração bastante restrita. Por lá, não entram 'refugiados'. Pela porta da frente não pa _ https://t.co/sfYI3QAAgm","1"
"#RTP Angola é bom mas não tem nota e economia, política muito baixo, Portugal também mas é mais seguro e flexível dos dois.","0"
"Após forçado a se desculpar pela péssima e imprecisa cobertura de mim após vencer as eleições, o NOTÍCIAS FALSAS _ https://t.co/CL5tReCGYP","0"
"Acaba de chegar a Redacao da Radio Angola a seguinte informacao:
Pedro Gonga: Já Estou em Liberdade, mas não foi... https://t.co/fkAShQaBVa","0"
"Feia ou bonita, gorda ou magra, seja como for, mulher nasceu para ser respeitada!","0"
"@rodrigo_melo86 @dudaleich por que voce deletou o seu twitte? Vergonha???","0"
"@CapitalismoOP muita saudade! Faz um tempão que não tomo...","0"
"@isisrsrs eu tb mas fazer o que ne não pode matar que nooooossa","0"
"É ridiculo acharem gays e fufas diferentes de todo o resto, são pessoas normais mas com gostos diferentes! Deixem-se disso!","0"
"RT @otmar03: @editorahumanas @pecesiqueira Alguém sabe onde tem esse boné que o PC tá usando? Linda mensagem !!! https://t.co/osDH7PFqc2","0"
"Parabéns deputado Roberto de Lucena .Isso sim é proteger o povo.Se eu pago impostos e esses vão para pagar a... https://t.co/vP703Y3dwQ","0"
"Só pra deixar claro, @homemdeverdade não faz clube do macho, turminha da foda, essas merdas machistas de baitolas recatadas !","1"
"@_GlitteryKisses é isso não conseguem pensar no sentido lato para além do que se vê a frente dos olhos","0"
"@GiovannAmanda A maioria dos argumentos dos fans do Bolsonaro é que toda feminista é feia, cabeluda, gorda etc","1"
"pra quem acha que sou um fdp... fdp é isso ->  http://t.co/VIAAfcT3sC hahahahaha","1"
"@fon_sequinha que burra mulher eu levo ele pra vc amanha","1"
"Amor próprio e liberdade foram o mote da campanha da Insecta Shoes para o Dia Internacional da Mulher, que contou... https://t.co/y4QAGkWTni","0"
"PESSOAL ME CHAMANDO DE 'TRANSFÓBICO' RISOS
TRABALHEI 22 ANOS EM UMA TRANSPORTADORA, COMO VOU TER FOBIA DE TRANSPORTES? INVENTEM OUTRA. #PAZ","0"
"to cansada de vcs discutindo racismo vo dar unfolo","0"
"Esquerdopatas e blackblocs atacaram os manifestantes pró-Trump.
A merda da esquerda é igual em todo lugar. Só muda _ https://t.co/e4olZ6eZzs","1"
"eu mesmo minha afilhada https://t.co/xCgpbnxOYZ","0"
"Como é que o Marcelo deixou passar esta oportunidade única para convidar o @realDonaldTrump a dar um mergulho na praia da Costa Nova? SAD...","0"
"Acordar e ler uma notícia dessas.Isso não é mãe é um monstro. Que inversão de valores meu Deus. https://t.co/PqDNEmYu1J","0"
"político corrupto? Pare de falar merda!! Tá vendo Lula, Dilma FHC ou Aécio no meu perfil? https://t.co/XRtl2IBxAQ","1"
"@RevLuyolo Comprou a sua casa numa zona em que a sua mãe era empregada doméstica.-'Ela não vai precisar voltar pra _ https://t.co/fOKwfdTjoR","0"
"'Muitas pessoas não sabem que mais de 20% dos cidadãos israelenses são palestinos. Eles vivem dentro do Estado,... https://t.co/uxF0u75rJM","0"
"de certezinha q vai haver gente a usar isto só pq é produto novo da nike qd nem sequer têm qlq ligação c o islão https://t.co/v9kIbPioxu","0"
"A ideologia de gênero chegou no seu mais alto grau de insanidade. Qual é sua identidade de gênero? ALIENÍGENA..OK... https://t.co/FGLJ5hbm68","0"
"Li o Expresso durante um dia, talvez uma manhã. Quando terminei, disse à minha mulher: “Isto é perfeito para os avençados do BES”...","0"
"A mídia de NOTÍCIAS FALSAS (os falidos @nytimes, @NBCNews, @ABC, @CBS, @CNN) não é minha inimiga, mas sim inimiga d _ https://t.co/4rVCartdzd","0"
"Bicicleta Infanto Juvenil Aro 20' Cindy Magento Fosco - Track Bikes
DE: R$ 363,78 POR: R$ 134,55 _ https://t.co/mgdcv9XMfn","0"
"RT @oautentico3: Lamarca foi tentar correr atrás do #blocosovietico, não teve pique pra acompanhar e 'morreu' no meio do caminho https://t. _","1"
"@pedro_m_paiva Acho que ainda é só uma oferta, não está certo, mas sim é um desperdício, tal como o Witsel, o Jackson, Óscar, Ramires...","0"
"Aos poucos vamos acabando com essa tentativa de destruir nossa democracia.#ForaComunismo https://t.co/lGKB7vjMjn","0"
"RT @DepEduardoCunha: Dilma mente tanto,que já estamos aprendendo a identificar do ela mente;Basta mover o lábios","1"
"Vamos lutar até o fim. https://t.co/yR3ve0uE0W","0"
"Mulher que fica: 'ai não sou feminista' tem que ser mt burra msm né pra ir contra algo que defende ELA","1"
"@jornalnacional e o mimimi contra o Trump
#TrumpTrain","0"
"Agenda #SãoPaulo 11/03. Congresso Evangelizar KIDS. Igreja Batista do Povo. https://t.co/4nSFGR5Fal","0"
"Terei diversas reuniões este final de semana na Casa Branca do Sul. Grande discurso às 5:00 P.M. em Melbourne, Flór _ https://t.co/y9OoZxOAr4","0"
"@oiluiz sim, mas filme bom tem que ser longo","0"
"@dilmabr 
Refrescando a memória de quem esqueceu que fez mais de 100 reuniões com Odebrecht... https://t.co/VnC15ESmHF","0"
"a culpa do brasil estar do jeito que tá é única e exclusivamente da dilma","0"
"Transposição do Rio São Francisco.
Uma obra de merda que custou bilhões e enriqueceu empreiteiros petistas. https://t.co/LiqpsfwOux","1"
"RT @Caleira94: 3700 adeptos para ver o Benfica na Alemanha , QUE LINDO É VERMELHO E BRANCO!","0"
"'não sou vegetariano, sou VEGANO'
GRANDE BOSTA FIO, NÃO COME CARNE PRA MIM NEM GENTE É
#PAZ","1"
"Mulher, dica de foto pra vc tirar com suas amigas https://t.co/PYJJmdX9YX","0"
"@nathirsouza pode me mandar isso, por favor?","0"
"Eu devia indignar-me c o discurso d dono d Padaria Portuguesa mas porra,aquels croissants brioche feitos por mãos q ganham €_500 são tão bons","0"
"RT @SenhorSatanas: olá meninas, vcs acham que se eu passar um delineador branco eu fico mais bonito que esse gato? https://t.co/zgIdTfHPPO","0"
"Não tem problema nenhum o cara usar saia, mas por favor, não fale q é coisa d homem hétero, brasileiro,não indígena.
Quem usa saia é viado!","1"
"OLGA BENARIO
Vai toma no cu https://t.co/ux61TtGZLh","1"
"RT @vitormramalho: Concorda com a saída de Portugal da União Europeia https://t.co/BxTLRTc67l","0"
"VAGABUNDO!!! 
Se não tivessem filmado, o que aconteceria aos policiais? https://t.co/gVRktBMxCj via @YouTube","0"
"RT @JOAQUINVOLTOU: QUE NOITE TERRÍVEL, SONHEI QUE TINHA VOTADO NA CHAPA DILMA / TEMER E AJUDADO A ELEGER ESSA QUADRILHA...
ACORDEI ALIVIADO _","0"
"E os nazistas não eram os únicos, não. Tivemos personagens preconceituosos no Brasil. Pessoas públicas que delataram judeus refugiados...","0"
"eis aqui a pessoa mais FEIA do facebook PQP http://t.co/UJARxVeNkE","1"
"Acima de tudo, uma vitória esmagadora da classe https://t.co/s9lvC87ILS","0"
"SEXO-CHURRASCO-CERVEJA-DORMIR ! #carnavalem4palavras","0"
"A CARA DA FEIA DA VIVIAN E DA GORDA DA ROBERTA SÃO AS MELHORES COISAS ESSE MOMENTO EH MEU #BBB17","1"
"MULHER GOSTA DE HOMEM PORCO QUE FEDE ARROTA E TEM TERRA DEIBAIXO DAS UNHA #JOAQUINRESPONDE https://t.co/diQ51clUMa","1"
"AVISO DA PROTECÇÃO CÍVIL:
Surto de cotovelite em Moreira de Cónegos","1"
"tenho q usar jaleco, calça branca, tênis branco, rede, máscara, luva .. e adivinha o que eu já tenho? NADA","0"
"RT @profsandrag1: A PL 2516/15 propõe imigração em massa de refugiados islâmicos para o Brasil. NÃO QUEREMOS A SHARIA NO BRASIL @MichelTeme _","1"
"RT @seqrsfalarchupa: sdds dos jogos d futebol no verão fufas Sporting vs fufas benfica lmao","1"
"Pode bater em mulher não, amiguinho. Larga de ser retardado","0"
"COMO VOTEI PSDC 27 EYMAEL, O DEMOCRATA CRISTÃO, (ZERO CITAÇÕES NA LAVA JATO) ESTOU COM A CONSCIÊNCIA TRANQUILA. SOU UM EXEMPLO DE DIGNIDADE.","0"
"RT @zfbla: o dia da mulher foi top pois passei c as sapatao mais top do planeta","0"
",,,,, os negros que estudem eu estudei  ,,,,,,,,,","1"
"eu me arrumei em exatos 3 min pra trabalhar","0"
"RT @ativismodesofa: #EuParo pq feminicídios ainda são noticiados com chamadas que dizem 'por amor', 'por ciúme' ou 'crime passional'. O cer _","0"
"Olha isso aqui @policiafederal ela apagou mas eu printei https://t.co/tUIuFGLlty","0"
"Nosso livro tá com 20% de desconto na @saraiva! Não percam! https://t.co/qHHp7SMH7t via @saraiva","0"
"Acham que ser BANDIDO é ser machista ? to entendendo a logica feminista agora. Toda atitude de bandido cometido por _ https://t.co/QwuTyA0KWB","0"
"A CRIMEIA foi ocupada pela Rússia durante o governo Obama. Será que Obama foi muito bonzinho com a Rússia? https://t.co/zQowSdLe9r","1"
"Fizeste-me sentir especial...fizeste-me pensar que eu era o tal...afinal fui apenas mais um...Magoaste-me!  https://t.co/pBwFD3qiQg","0"
"Doei $100 pra ajudar os refugiados da Síria
Normalmente não falo sobre isso, mas a brincadeirinha good vibes do Google de hoje fez perceber+","0"
"@carolserodio Mto fofo msm... Qual a raça??","0"
"Sapatao nao deveria sentir cólica, muito menos menstruar","1"
"@thayshit kajskajsj a florzinha é menos sapatão então sou eu, volto só em abril mas se quiser me sequestrar antes disso eu agradeceria","1"
"WOLVERINE COM A VOZ DO CUMPADI WASHINGTON E DO MR CATRA
EU TO CHORANDO","0"
"17 pequenas atitudes machistas que acontecem na cama https://t.co/O8u3c1jZoJ via @BuzzFeedBrasil","1"
"RT @g1: Mais de 500 mulheres são vítimas de agressão física a cada hora no Brasil, aponta Datafolha https://t.co/qUPBChjFpu #DiadaMulher #G _","0"
"RT @reaconaria: Suplente de Aloysio Nunes defendeu legalização do aborto e estatização do sistema financeiro https://t.co/H35JOI0CIw https: _","0"
"@sosracismo sempre a fazer-se de vítima e a ameaçar com queixinhas por 'racismo e xenofobia'. Debatam como homens! _ https://t.co/hqINbq0XsB","1"
"O que seria 'válido', então? Feminicídio? Estupro? Mercado de trabalho? Falamos disso todo dia. Poderia dedicar uma coluna a isso, então.","1"
"meu tio disse que quer mudar meu gosto musical..
ATREVA-SE","0"
"RT @diImabr: @katylene @humornegroo É pra estimular a compra de carros elétricos no Brasil. Bjs","0"
"AGORA SIM EU ASSUMO http://t.co/UzOwKrxdOy","0"
"UMA GERAÇÃO DE JOVENS QUE AO INVÉS DE ESTAR BEBENDO, BRIGANDO, JOGANDO BOLA E VENDO MULHER PELADA...
PASSA O SÁBADO NO CBLOL
7X1 FOI POUCO","0"
"Sim, eu tenho mais o que fazer do que ficar twittando para seu entretenimento!","0"
"intervenção militar já!!! ninguém aguenta mais esses corruPTos!!!","0"
"Trump discursa para o povo. Diz que 20 de janeiro será lembrado como o dia que o povo tomou o poder.
CHORA ESQUERDALHA GLOBAL","0"
"Uma das coisas ruins do capitalismo foi ter dado a oportunidade de vc estar viva até hoje e desfrutar de uma rede c _ https://t.co/EvgwOSuANt","1"
"Juande volta para a tua terra!
Boloni volta para a tua terra!
Taison deixa-te estar na Ucrania!
Investidores venham para o norte!","1"
"@FCMorango dá uma fuçada lá, primeiro livro da minha amiga @melaineribeiro www.aescritoraeomusico.blogspot.com (eu reviso)","0"
"a gente nao sabe se a mulher ta feliz de burca, nao sabe se é tranquilo p travesti ta com aquela roupa etc etc etc","0"
"Bom dia !!! Não é a toa que os 'ativistas esquerdopatas' fazem protestos contra o Presidente #TRUMP. https://t.co/rGDze5LWHT","0"
"@agdabritto Sei lá, inventei agora.. #catita hahaha","0"
"RT @mayaramellon: é cheio de opinião mas não tem coragem de falar se não for criando personagem com a cara do bolsonaro, que dó","0"
"RT @OdeCarvalho: 1) Poucos brasileiros estão conscientes de que no nosso país o domínio hegemônico esquerdista foi TOTAL e inegociável,","0"
"O primeiro encontro de Jeff Sessions com o emb. russo foi organizado pelo governo Obama num programa educacional pa _ https://t.co/ao0IYrt7re","0"
"Vai daí pelego! https://t.co/YSQkoolQSQ","0"
"Por que é que os países ricos do golfo Pérsico não acolhem refugiados? https://t.co/xNGYPwtEtH","0"
"KKKLKKKKKKKKKKK......Mais KKKLKKKKKKKKKKK pra vc. https://t.co/55XDouxSQ3","0"
"A procuradora Deborah Duprat diz que A CRIANÇA NÃO PERTENCE A FAMÍLIA???
Dr Miguel Nagib, advogado e responsável... https://t.co/4HuxJq5luH","0"
"Vendo muita gente que se dizia 'Direita' falando que vai votar no Doria caso se candidate. se o PT colocar um gestor vc votaria nele?","0"
"@gentebranca1 quanto mimimi de cota pelo amor brancos melhorem","1"
"RT @NexoJornal: Para especialistas, a rotulação reforça preconceitos e limita as escolhas profissionais do futuro. https://t.co/cWsOxabHpB","0"
"-Mãe me da um biscoito? -Pegue você mesmo meu filho. -Mas eu não tenho braços!! -Sem braços sem biscoito!","0"
"Final do dia das mulheres e vc ja pode ser feliz por não ser MARXISTA (ja que nao pode dizer feminista né, q pegam _ https://t.co/T0Xe98ultC","1"
"A mídia está fazendo com esse prefeito, o que fez comigo. Eles forçam uma tá homofobia, rotulam, ridicularizam,... https://t.co/oxI4tx9PqL","1"
"Ao contrário do Sistema, o #PNR defende as forças da ordem e a segurança.
#GuardaPrisional @GNRepublicana #PSP 
https://t.co/pteGZYagzb","0"
"Mulher poderosa não perde o poder por causa de atitude burra de homem","0"
"Enfim, colocando as coisas nos seus devidos lugares. https://t.co/oOCRy7Nr03","0"
"#SerMulherÉ lutarmor por um Brasil de direita, com mais segurança nas ruas","0"
"RT @direitafalando: meritocracia existe n ta vendo aquele nordestino que pedalou 29 km nadou mais 41km e se formou em direito","0"
"mulher esperta fica rica, mulher burra fica pobre rsrs","1"
"RT @TopOfertas_Casa: Filtro Branco para Coador Hario V60 - 02... Apenas R$62.00 Acesse https://t.co/94qzFbuWyX #Casa #oferta #desconto #lcd _","0"
"@amora_inlove Uma galera que se reuniu contra o governo intransigente de  Vargas. Oficialmente min 800 pssoas morreram, cidades bombardeadas","0"
"@GirafaDaTata sim, odeio sua atitude escrota de ser sapatão","1"
"@lavelas o Sporting vai descer de divisão?","0"
"@gentebranca1 no perfil dele ainda contém machismo.","1"
"1. O @cqc criticava o governo
2. @Srta_Iozzi e @erikgo entram no CQC
3. CQC acaba
4. Ambos hj defendem o PT
Crític _ https://t.co/OV3HWV9x39","0"
"ELE NÃO PRECISA DE SOLUÇÃO, PRECISA SER ACEITO.
HOMOFOBIA: ATÉ QUANDO? https://t.co/f8BaQzVtN8","1"
"@FussballSehr  O problema que não temos estrutura pra acolher todos os refugiados e ilegais que aqui aportam estamos próximos a mendigar","0"
"@pj_igor os negros não vão gostar.","1"
"Me diverti muito no tour Smithsoniano do Museu Nacional da História e Cultura Afro Americana. Um grande trabalho de _ https://t.co/tRvVmIMnh5","0"
"homem que é homem arrota com suco de laranja, no ouvido da namorada.","1"
"que Gorda feia e falsa vai tomar no cu mane","1"
"Novo livro de Nick Adams, o Guerreiro do Green Card, é leitura obrigatória. A meritocracia é o caminho, Canadá e Au _ https://t.co/W9O0pHwjKP","0"
"Quanto ao #PlanoNacionalDeReformas, só há um mesmo eficaz: o #PNR!
O resto é conversa...","0"
"Status: pegando o Uber mais clichê da vida ca sapatão ouvindo Ana Carolina.","1"
"Fascista, machista, nazista, trapezista, taxista, maratonista, eletricista, mas e corrupto? kkk https://t.co/fQ5KK6vxH7","1"
"aqui no barzinho na barra com a elite opressora bjs boa noite","1"
"GOSTO DE TÊTAS NATURAIS TAMANHO MÉDIO #JOAQUINRESPONDE https://t.co/2SuAfQKm8q","0"
"O Barça viu o PSG de branco e pensou que fosse o Real... aí deu no que deu né kkkkkk","0"
"@Claudiadabreu12 @BlogDoPim EU NÃO SABIA, AGORA PESQUISANDO QUE VI OS SEM TETO TÃO RECEBENDO REFUGIADOS ISLAMICOS E O POVO NÃO TA PERCEBENDO","1"
"se tá na internet... já sabem né https://t.co/GnTQoqFVX7","0"
"Lamentável que toda minha equipe ainda não tenha sido aprovada. O maior atraso da história do nosso país. Obstrução _ https://t.co/WUcwRgPKwe","1"
"E metendo a vara nela a distância chega a ser negativa de tão perto. Pense nisso https://t.co/hFreY2Quc6","1"
"#Encontro a feminista se droga, bebê até cair e sai com um cara q conheceu há 2 min, usuário de droga, e depois quer reclamar de assedio...","1"
"Ei amigo ! Vai tomar no cú !","1"
"Como posso ajudar o PNR? 
https://t.co/RLyn5JuE0L#Ajuda #Apoio #PNR #RenovarPortugal","0"
"Esse nome quase não é esquerdopata!!!!  hahahahah https://t.co/seRMgQWJVx","1"
"RT @patxwxxd: feminazi
mulher é perigo dirigindo
loira burra
pega vários é piranha
roupa curta merece estupro
'homem é babaca'
NoOOoOOssa _","1"
"você estudou tanto que não consegue refutar uma só linha do que eu disse , né? https://t.co/g3dJS89DtO","0"
"RT @jpintocoelho60: Destinado aos teimosos (tantos!!) que acham utilidade no chamado 'voto útil'. Percebam que é simplesmente voto traidor. _","0"
"OVERDOSE DE TOURETTE - ON THE ROAD:
O comboio está a chegar à tua cidade.
https://t.co/KFf4LuVztt","0"
"@dsbranquinho 
Por isso mesmo é urgente #ReconquistarLisboa! https://t.co/YT0MyBcQkx","0"
"o pior cego é aquele que não pode escutar","0"
"GRAVIDEZ SURPRESA NÃO EXISTE:
BOTA O PIU-PIU NA PERERECA SEM PROTEÇÃO E QUER GANHAR O QUE? UM AIFONE 7 PRA ELA E UM PLEISTEICHON 4 PRA ELE?","1"
"@CapitalismoOP @editorahumanas  a OAB é tão machista que acha que mulher não pode ser machista também!","1"
"@anapaularsstt sapatao tinha q ser né, meu sonho bjar a callie, agora sou arizona já posso realizá-lo","0"
"chega de anfolow galere!!! uhahuahua http://t.co/BMS6fVdJ","0"
"no capitalismo eu posso pegar pokemon e aí https://t.co/Z7G92JzToX","0"
"A mãe do nóia disse que quer justiça
Fácil, prende ela","1"
"A Europa, muito doente e submissa a estes espectáculos de mariquice nojenta, claro que se torna presa fácil do Islã _ https://t.co/BIAymMELN1","1"
"@BolsonaroSP @jairbolsonaro Ele não tem moral de falar de um homem íntegro, o Dep. Jair Messias Bolsonaro!","0"
"SOBRE ESSE TAL DE GOZA NA MINHA BOCA https://t.co/I1VTf6qXQq","1"
"Meu Deus!! Que catracada do @DaniloGentili no @GeekVox! Quis lacrar e se fodeu! https://t.co/p9CzFS1rlc","0"
"LOL Não têm vergonha. E seis milhões de bilhetes IDA de avião para os refugiados que já cá estão? https://t.co/JHAdv7DClo","1"
"RT @arnaldoluisba: @marisa_lobo @semprefamilia_ completando: Mulher tem útero e gera filho, Homem não tem.","1"
"RT @__idgaftype: É a realidade que nos rodeia! Chega de fingir que não existe, quanto mais cedo se depararem com isso,melhor será a aceitaç _","0"
"@lipesff @Johnnschubert VERDADE! Ele sempre foi gatinho, mas eu era sapatão demais para prestar atenção hahahah","0"
"@LeoLimaDuarte @gabrisinhas então por que diabos essa branquela ta reclamando?!","1"
"Por que 'APESAR'?? Ser nacionalista é oposto a ter esperança e união?? 
Forcem mais a barra que tá pouco!! Jornale _ https://t.co/NdzF8y2oj8","0"
"Na América do Norte, o conceito de 'jogar ao mata' nas escolas é ligeiramente diferente do que se pratica aqui na E _ https://t.co/jJ3a3bXXlO","0"
"Protesto contra a islamização da Europa | Intervenção de @jpintocoelho60 
https://t.co/854OmhCAE7#RenovarPortugal #PNR #Portugal #Islão","0"
"Não sabia que o Don-G, o Pro e o NG já tavam em Lisboa!!! O Masta ficou em Angola","0"
"Os reflexos da guerra trouxeram grandes mudanças para vida deles! Conheça essas histórias. https://t.co/UXhzkHLBJx","0"
"E o bacana é que a BBC apóia essa galera entrar indiscriminadamente nos EUA. Top, né? https://t.co/EPFRbE010f","1"
"@Mih_ArmstrongL @otmar03 não..só as feministas, como na figura...","0"
"Porque hoje é o dia da criança!
Promova-se a #natalidade, não o aborto!
#DiadaCriança #RenovarPortugal #Aborto https://t.co/QFSrva1Z70","0"
"@CTonsa 
HAHAHAHAHAHAHA
E não é que parece?","0"
"RT @JOAQUINVOLTOU:  GOLEIRO BRUNO E
MACARRÃO
MACARRÃO
MACARRÃO
DE DIA VÃO PRO SÍTIO
DE NOITE ALIMENTAM O CÃO","1"
"é desmascarado e vem com ironia  hahahaha https://t.co/oBqaRTKmYl","0"
"@amora_inlove Gosto não, acho ela bonita nao, nem nada nao... huahahaauahauhau","0"
"@priscila_p15 lhe desejando um óptimo final de semana pensar não dói","0"
"aos mariquinhas que passam o dia twittando, eu voltei.","1"
"Só há uma coisa que eu detesto mais que um atrasado mental:
Um atrasado mental q pensa que é um campeão qd está atrás de um ecrã de um PC","1"
"@UOL quando eles chegam para MUDAR todos os seus costumes. https://t.co/G6icVWGiSu","0"
"Em nome da tolerância tudo desculpam, mesmo que as vítimas sejam do seu próprio povo. https://t.co/8BShPSFEeK","0"
"@CusquicesFufas Um twitter sobre as 'fufas' do porto. Realmente há demasiado tempo livre. Que tal varrer um chão e lavar uma loiça?","1"
"Meus Deus!! É muita doutrinação e alienação que a imprensa impõe na coitadinha!!! https://t.co/2Ti1GN6dau","0"
"essas pessoas acabaram de visualizar seu perfil https://t.co/EcEh3mNpw3","0"
"Parem de histeria...não ha nada demais de dizer que homem é homem e muher mulher. Pq a pessoa se sente diferente, n _ https://t.co/64D7Rm2rY7","1"
"RT @Geraldo60885732: Essa putaria deveria ser investigada pela polícia. https://t.co/gAUCin3iPH","0"
"RT @BTchissola: e diz que já não há crise em Angola  https://t.co/c2B8GCTzkb","0"
"RT @MBLivre: .@DanielCoelho45 é um dos proponentes da reforma do MBL/FIPE para a previdência. Aposentadoria digna e justa para todos, sem p _","0"
"RT @natanael7souza: Para aquele comediante chama @rafinhabastos que dizia que Bolsonaro estava sozinho.
#BolsonaroMeRepresenta https://t.co _","0"
"A caminho da Base Militar Andrews com o Primeiro Ministro Shinzo hoje mais cedo. https://t.co/0YAUn4dMKJ","0"
"Em 2008 fui voluntária em SC por 30 dias,para atender as vítimas do desabamento do #MorroDoBaú em #Ilhota .Achei... https://t.co/7ZBmlZ7x8m","0"
"@gentebranca1 negras não pode pintar cabelo É APROPRIAÇÃO O K http://t.co/bC5yqdB78f","1"
"A SorosMídia tenta de todas as maneiras fazer o ocidente 'engolir' os refugiados.
Aqui não neném..... https://t.co/RrgarkZU6S","0"
"To me sentindo horrível, gorda, feia","0"
"RT @AmandaJanainne: As dicas 1 e 6 são incríveis, vale a pena ler <3
Mas hoje, eu só queria imprimir a 9 e colar na testa. https://t.co/BA _","0"
"Bom dia so pra quem acordou meio sapatão https://t.co/bWnbUllIeX","1"
"não usa camiseta sem manga, a menos que vá malhar ou praticar algum esporte.","0"
"ALÔ RAPAZIADA HORA DE DESLIGAR DA REDE SOCIAL
AGORA É SABADÃO: CHURRASCÃO CERVEJÃO E MAIS TARDE PRATICAR AQUELE COITO. ABRAÇO A TODOS #PAZ","0"
"Refugiados e Emigrantes, a perspectiva do Padre Vítor Melícias.Dia 9, pelas 21.00 h, na Escola Secundária de Peniche.A não perder...","0"
"O cerco se fechando. https://t.co/3ASl9RGinT","0"
"se tem uma coisa que eu odeio começa com 'PRE' e termina com 'TO' isso mesmo preconceito","1"
"Novela da CGD – II
https://t.co/M5TP8y8kM6#CGD #PNR #Bancos #Portugal","0"
"Sempre a somar aspectos positivos!
Pensa na linha de todos os partidos nacionalistas europeus. Excelente! _ https://t.co/MHS0oumEjn","0"
"RT @PastorMalafaia: Quem ñ tem argumentos para o debate de idéias, tenta desqualificar o oponente com calúnias e difamações.Essa é a arma d _","0"
"Aula de biologia em universidade Federal..
'...e hoje vamos aprender como é gerado um feto dentro da próstata do homem...'","0"
"RT @numiweb: Também queremos ver os sms do Paulo Portas sobre o negócio dos submarinos","0"
"SEPARADOS POR 20 REAIS http://t.co/iq5CCRuKHR","0"
